"text","group","id","time","partner_id","turn","seller","study","study_group","span"
"who has no nice dinner and only piles of old books ",142,"4CGA8 "," 7:23:27 PM ","XA9KR ",43,0,"two","two_142",579
"actually taking her to the films ||want it or not? ||closing for the day ",142,"XA9KR "," 7:23:28 PM ","4CGA8 ",44,1,"two","two_142",580
"i bet she gnaws on old books when she is alone and sad because you never buy her nice dinners ||$390 ",142,"4CGA8 "," 7:23:49 PM ","XA9KR ",45,0,"two","two_142",601
"$450 ||last word ",142,"XA9KR "," 7:24:03 PM ","4CGA8 ",46,1,"two","two_142",615
"$400 ",142,"4CGA8 "," 7:24:13 PM ","XA9KR ",47,0,"two","two_142",625
"we actually eat out ||most days ||$450 ",142,"XA9KR "," 7:24:15 PM ","4CGA8 ",48,1,"two","two_142",627
"sorry sir that is absurd i must go ||a man with no hands has no way to make that kind of money and I certaintly can't be spending it on old books ",142,"4CGA8 "," 7:24:39 PM ","XA9KR ",49,0,"two","two_142",651
"me too ||$440 ",142,"XA9KR "," 7:24:58 PM ","4CGA8 ",50,1,"two","two_142",670
"$400 tops ",142,"4CGA8 "," 7:25:07 PM ","XA9KR ",51,0,"two","two_142",679
"$430 ",142,"XA9KR "," 7:25:13 PM ","4CGA8 ",52,1,"two","two_142",685
"that is $150 (!!!) above my original offer ",142,"4CGA8 "," 7:25:17 PM ","XA9KR ",53,0,"two","two_142",689
"yes... ||but oh what a copy it is... ",142,"XA9KR "," 7:25:24 PM ","4CGA8 ",54,1,"two","two_142",696
"$400 ",142,"4CGA8 "," 7:25:36 PM ","XA9KR ",55,0,"two","two_142",708
"you won't regret it ",142,"XA9KR "," 7:25:41 PM ","4CGA8 ",56,1,"two","two_142",713
"it is a copy i will pay $400 for ",142,"4CGA8 "," 7:25:42 PM ","XA9KR ",57,0,"two","two_142",714
"$420 ",142,"XA9KR "," 7:25:48 PM ","4CGA8 ",58,1,"two","two_142",720
"$400 ",142,"4CGA8 "," 7:25:55 PM ","XA9KR ",59,0,"two","two_142",727
"and I'll give you a discount next time ",142,"XA9KR "," 7:26:03 PM ","4CGA8 ",60,1,"two","two_142",735
"$400 ",142,"4CGA8 "," 7:26:08 PM ","XA9KR ",61,0,"two","two_142",740
"$420 ||WE have to go ",142,"XA9KR "," 7:26:12 PM ","4CGA8 ",62,1,"two","two_142",744
"$400 ",142,"4CGA8 "," 7:26:24 PM ","XA9KR ",63,0,"two","two_142",756
"$40 ",142,"XA9KR "," 7:26:31 PM ","4CGA8 ",64,1,"two","two_142",763
"just agree so we can get out of her ",142,"4CGA8 "," 7:26:32 PM ","XA9KR ",65,0,"two","two_142",764
"$410 ",142,"XA9KR "," 7:26:41 PM ","4CGA8 ",66,1,"two","two_142",773
"$400?! ",142,"4CGA8 "," 7:26:46 PM ","XA9KR ",67,0,"two","two_142",778
"ok ",142,"XA9KR "," 7:26:50 PM ","4CGA8 ",68,1,"two","two_142",782
"yay!!! ||<div><br></div><div>so much yay thanks!</div> ",142,"4CGA8 "," 7:26:53 PM ","XA9KR ",69,0,"two","two_142",785
"Hello,\nI am interested in purchasing the book for $250. \nBest,\nBuyer",143,"S5GS8 ","0","94JZH ",1,0,"two","two_143",0
"Hello,\n\nThank you for your interest, but the book is worth more than that, how does $425 sound?\n\nBest,\nSeller",143,"94JZH ","0","S5GS8 ",2,1,"two","two_143",10
"Hello, ||I'm willing to pay $300. ",143,"S5GS8 "," 7:09:35 PM ","94JZH ",3,0,"two","two_143",20
"Hello, what about $375? ",143,"94JZH "," 7:10:07 PM ","S5GS8 ",4,1,"two","two_143",52
"$350 is the highest I'll go. ",143,"S5GS8 "," 7:10:36 PM ","94JZH ",5,0,"two","two_143",81
"$350 it is! You have a deal! ",143,"94JZH "," 7:11:05 PM ","S5GS8 ",6,1,"two","two_143",110
"Hi there! I'm a regular at your store, and today stopped by because I had some extra time on my hands.  When browsing, this particular book caught my eye.  I've seen ones of its kind being sold for about $200, but I'm willing to offer you $250!  ",144,"7ABTD ","0","QCNW8 ",1,0,"two","two_144",0
"Thanks for your message. Can't do that unfortunately. This is a one-of-a kind book in excellent condition, valued up to $800.",144,"QCNW8 ","0","7ABTD ",2,1,"two","two_144",10
"Hi there! The $800 appraisal I've heard is highly dubious; my accounts have heard anywhere between $300-500 but nothing really over that. ||I'd be willing to offer you up to $300, especially given that I come here so often and make purchases almost every time! ||Thoughts? ",144,"7ABTD "," 7:14:09 PM ","QCNW8 ",3,0,"two","two_144",20
"Thanks for the offer. However, I do have competing offers that are higher than $300. ",144,"QCNW8 "," 7:16:01 PM ","7ABTD ",4,1,"two","two_144",132
"Really! How much are they offering? Because I've seen this book actually at a local store in a town next door, and they're auctioning it off--and the current high is at $300! ",144,"7ABTD "," 7:16:55 PM ","QCNW8 ",5,0,"two","two_144",186
"The best 3rd party offer I currently have is $400. You are welcome to check out the auction at the local store next door - my book is very unique in that it is still in excellent condition compared to other books of the same print ||Did they tell you about the condition of their book? ",144,"QCNW8 "," 7:18:40 PM ","7ABTD ",6,1,"two","two_144",291
"Hmm. I just called them, and they said the book has barely been scratched.  Apparently it was found on the bookshelf of a family that meticulously maintained its library?  I'd be happy to offer $360, but I don't know how much higher I can go. ||I'm unfortunately pretty strapped from the $1200 purchase I made two weeks ago from your store! ||How about reward some loyalty? ||Also, I'll have to be going in about a minute, so please let me know what you think! ",144,"7ABTD "," 7:20:12 PM ","QCNW8 ",7,0,"two","two_144",383
"The other offer did come in first. It's yours at $400 if you're willing to match. ||The other offer did come in first. It's yours at $400 if you're willing to match. ",144,"QCNW8 "," 7:21:14 PM ","7ABTD ",8,1,"two","two_144",445
"$380? ||The other offer is actually from my friend, who's bidding at the other store. He's getting it for $300! ||(From that store...) ||(30 seconds!) ",144,"7ABTD "," 7:21:30 PM ","QCNW8 ",9,0,"two","two_144",461
"I'm willing to let it go for $400. Let me know. ",144,"QCNW8 "," 7:22:28 PM ","7ABTD ",10,1,"two","two_144",519
"$380? ",144,"7ABTD "," 7:22:46 PM ","QCNW8 ",11,0,"two","two_144",537
"Fill or kill at $400 ",144,"QCNW8 "," 7:22:56 PM ","7ABTD ",12,1,"two","two_144",547
"OK 400 LOL ",144,"7ABTD "," 7:22:56 PM ","QCNW8 ",13,0,"two","two_144",547
"Done ",144,"QCNW8 "," 7:22:59 PM ","7ABTD ",14,1,"two","two_144",550
"Hello!\n\nThis is a wonderful collection you have! I am interested in this book. Would you be willing to sell it to me for $250?",145,"J23DU ","0","9BC68 ",1,0,"two","two_145",0
"   It is indeed wonderful, a fine Tauschnitz in pristine condition except for one minor-very minor-blemish.  I can't go as low as $250, but I'm willing to consider $450.  This is a rare and wonderful edition bound-pun intended-to go up in value.",145,"9BC68 ","0","J23DU ",2,1,"two","two_145",10
"Hi Again! ",145,"J23DU "," 7:15:00 PM ","9BC68 ",3,0,"two","two_145",20
"Unlike the rose which withers and joins the dust, this item will persevere for generations to come. ",145,"9BC68 "," 7:15:53 PM ","J23DU ",4,1,"two","two_145",73
"$450 i still a little high for me -- would you be willing to consider $300? ",145,"J23DU "," 7:16:20 PM ","9BC68 ",5,0,"two","two_145",100
"I can't go that low for an item this wonderful.  I must be feeling generous today, I could go $390.  Please understand, this item would get appraised at close to $800. ",145,"9BC68 "," 7:17:40 PM ","J23DU ",6,1,"two","two_145",180
"Hi - are you still there? ",145,"J23DU "," 7:17:41 PM ","9BC68 ",7,0,"two","two_145",181
"Still here.  A little computer trouble is all. ",145,"9BC68 "," 7:18:18 PM ","J23DU ",8,1,"two","two_145",218
"Ok, great. ",145,"J23DU "," 7:18:31 PM ","9BC68 ",9,0,"two","two_145",231
"Then it's a deal:$390! ",145,"9BC68 "," 7:18:54 PM ","J23DU ",10,1,"two","two_145",254
"Sounds good, thank you! ",145,"J23DU "," 7:19:04 PM ","9BC68 ",11,0,"two","two_145",264
"Hi, I would like to buy the book for $250.",146,"WEYD7 ","0","R2RFQ ",1,0,"two","two_146",0
"hello, I would be willing to sell the book for $450.",146,"R2RFQ ","0","WEYD7 ",2,1,"two","two_146",10
"Hi ",146,"WEYD7 "," 7:12:27 PM ","R2RFQ ",3,0,"two","two_146",20
"hi ",146,"R2RFQ "," 7:12:36 PM ","WEYD7 ",4,1,"two","two_146",29
"you quoted a price of $450 but I am getting this book at lower price on internet ||I would like to negotiate the price you quoted. ",146,"WEYD7 "," 7:13:34 PM ","R2RFQ ",5,0,"two","two_146",87
"250 is too low, internet prices are higher than that, how about 425 instead? ",146,"R2RFQ "," 7:14:55 PM ","WEYD7 ",6,1,"two","two_146",168
"I am willing to pay till 300 425 is very expensive for me ",146,"WEYD7 "," 7:16:00 PM ","R2RFQ ",7,0,"two","two_146",233
"300 is a little low for me; how about 375 instead? ",146,"R2RFQ "," 7:16:37 PM ","WEYD7 ",8,1,"two","two_146",270
"would 350 would be good as the final price? ",146,"WEYD7 "," 7:16:57 PM ","R2RFQ ",9,0,"two","two_146",290
"yes, i would sell for 350 as the final price ",146,"R2RFQ "," 7:18:01 PM ","WEYD7 ",10,1,"two","two_146",354
"great ",146,"WEYD7 "," 7:18:08 PM ","R2RFQ ",11,0,"two","two_146",361
"Hi, Hope you are having a good day. I am very much interested in the book that you have and i am ready to pay 250$. ",147,"B26TQ ","0","YBD6K ",1,0,"two","two_147",0
"Hello, Hope you are doing well. This is limited edition book with 4 color bounded in Touschnity.  You won't get such book easily. So my price is my cost value. I am getting no profits. Kindly agree on the cost. Thank you. Have a nice day!",147,"YBD6K ","0","B26TQ ",2,1,"two","two_147",10
"hello ",147,"YBD6K "," 7:09:54 PM ","B26TQ ",3,1,"two","two_147",20
"hi ||How are you doing? ",147,"B26TQ "," 7:11:32 PM ","YBD6K ",4,0,"two","two_147",118
"hello ||I am doing good ",147,"YBD6K "," 7:16:44 PM ","B26TQ ",5,1,"two","two_147",430
"I agree that its an amazing book and it's not easily available ||But i just have 300$ with me and cannot afford more than that on this book. ||I am sure there  are not many who are interested in such antique pieces. ",147,"B26TQ "," 7:17:27 PM ","YBD6K ",6,0,"two","two_147",473
"dont you have 50$ more bucks ||I have already said we agreed on 350$ ||that would be cost price only ",147,"YBD6K "," 7:18:42 PM ","B26TQ ",7,1,"two","two_147",548
"No, I am  sorry ||the final price i could afford is 300$ ",147,"B26TQ "," 7:19:09 PM ","YBD6K ",8,0,"two","two_147",575
"okies np ||300$ ||done ",147,"YBD6K "," 7:19:27 PM ","B26TQ ",9,1,"two","two_147",593
"hope you could understand and give it for 300$ ||yeah deal ||thanks a lot mate!! ",147,"B26TQ "," 7:19:45 PM ","YBD6K ",10,0,"two","two_147",611
"can you go more like 20$ bucks ",147,"YBD6K "," 7:19:59 PM ","B26TQ ",11,1,"two","two_147",625
"have an awesome day ||no 300 is final ",147,"B26TQ "," 7:20:04 PM ","YBD6K ",12,0,"two","two_147",630
"320$ ",147,"YBD6K "," 7:20:09 PM ","B26TQ ",13,1,"two","two_147",635
"you said 300 is done ||thats all the cash i have ",147,"B26TQ "," 7:20:18 PM ","YBD6K ",14,0,"two","two_147",644
"if I agree I would lost 50 bucks ||you can give it to me later 50$ but now please agree 250$ ||or 320$ ",147,"YBD6K "," 7:20:35 PM ","B26TQ ",15,1,"two","two_147",661
"well if no one buys it you don't get any either and looks like I am the only customer interested in it ",147,"B26TQ "," 7:21:13 PM ","YBD6K ",16,0,"two","two_147",699
"350$* ||wat say? ",147,"YBD6K "," 7:21:16 PM ","B26TQ ",17,1,"two","two_147",702
"no man ||300 is final ",147,"B26TQ "," 7:21:32 PM ","YBD6K ",18,0,"two","two_147",718
"okies donw ||300 ||do it ",147,"YBD6K "," 7:21:45 PM ","B26TQ ",19,1,"two","two_147",731
"yeah ||300 ||thanks mate!! ||have a good day ",147,"B26TQ "," 7:21:50 PM ","YBD6K ",20,0,"two","two_147",736
"Hi! I am really interested in the Dickens book you have for sale, I would absolutely love to purchase it! I can offer $250 for the book!",148,"V5YC2 ","0","DZ27S ",1,0,"two","two_148",0
"Great to hear from you! But I wouldn't sell it at $250. I am expecting for at least $500. ",148,"DZ27S ","0","V5YC2 ",2,1,"two","two_148",10
"Totally understand, unfortunately, I wont be able to afford $500 at all. I do definitely think its best for both of us that we come to an agreement under $500. ",148,"V5YC2 "," 7:41:41 PM ","DZ27S ",3,0,"two","two_148",20
"? ",148,"DZ27S "," 7:41:41 PM ","V5YC2 ",4,1,"two","two_148",20
"Could you provide a counter offer? ",148,"V5YC2 "," 7:41:56 PM ","DZ27S ",5,0,"two","two_148",35
"what's the amount you are thinking about ||Like $450? ",148,"DZ27S "," 7:42:03 PM ","V5YC2 ",6,1,"two","two_148",42
"how about 375? ",148,"V5YC2 "," 7:42:33 PM ","DZ27S ",7,0,"two","two_148",72
"$425 ",148,"DZ27S "," 7:42:46 PM ","V5YC2 ",8,1,"two","two_148",85
"how about 410 ",148,"V5YC2 "," 7:43:25 PM ","DZ27S ",9,0,"two","two_148",124
"Sure ",148,"DZ27S "," 7:43:35 PM ","V5YC2 ",10,1,"two","two_148",134
"ok sounds good ",148,"V5YC2 "," 7:43:46 PM ","DZ27S ",11,0,"two","two_148",145
"I can't take anything below $300 for this book. ",149,"T7JJC "," 7:45:59 PM ","8A2AR ",3,1,"two","two_149",20
"I got your message. $400 is more than I am willing to pay for the book, but given the price on the market the most I could do is 300 ||Do we have a deal at $300? ",149,"8A2AR "," 7:46:30 PM ","T7JJC ",4,0,"two","two_149",51
"Okay. $300 it is ",149,"T7JJC "," 7:47:23 PM ","8A2AR ",5,1,"two","two_149",104
"Great, that works. ",149,"8A2AR "," 7:47:39 PM ","T7JJC ",6,0,"two","two_149",120
"Hello Mr. Seller\n\n    I am really excited in purchasing the book. I have been searching it for for years. It would be really kind of you, if you could seel me the book for $250.",150,"MC3M6 ","0","QH76T ",1,0,"two","two_150",0
"Hi there. I cannot sell this book for only $250\nPeople are willing to buy this book for up to $800 and I bought it expecting to get $650.\nCan we negotiate?",150,"QH76T ","0","MC3M6 ",2,1,"two","two_150",10
"Hi ||I would really like to do business with you today ",150,"QH76T "," 7:44:59 PM ","MC3M6 ",3,1,"two","two_150",20
"Hi. Yeah sure We could start negotiating ||I understand that you bought the book for a higher price ",150,"MC3M6 "," 7:45:49 PM ","QH76T ",4,0,"two","two_150",70
"yes ||What do you think about what I said ||How high are you willing to go ",150,"QH76T "," 7:46:26 PM ","MC3M6 ",5,1,"two","two_150",107
"But myself being a student could not afford such a high price. but as i am really interested and as your services and your collections are excellent, it would be great if you can sell me for $350 ",150,"MC3M6 "," 7:47:23 PM ","QH76T ",6,0,"two","two_150",164
"make it 400 and you have a deal ",150,"QH76T "," 7:48:00 PM ","MC3M6 ",7,1,"two","two_150",201
"I agree for the eal ||deal ",150,"MC3M6 "," 7:48:20 PM ","QH76T ",8,0,"two","two_150",221
"$400 it is? ",150,"QH76T "," 7:48:29 PM ","MC3M6 ",9,1,"two","two_150",230
"yeah and your kindness is much appreciated ",150,"MC3M6 "," 7:48:43 PM ","QH76T ",10,0,"two","two_150",244
"thank you ",150,"QH76T "," 7:48:47 PM ","MC3M6 ",11,1,"two","two_150",248
"Welcome! ",150,"MC3M6 "," 7:49:06 PM ","QH76T ",12,0,"two","two_150",267
"HI. ",151,"J2828 "," 7:40:15 PM ","CMEW2 ",3,0,"two","two_151",20
"hello friend! ",151,"CMEW2 "," 7:44:07 PM ","J2828 ",4,1,"two","two_151",252
"want to purchase it for 300 ||How are you my friend ? ||want to purchase book. ||I Hope you are interested to sell the book. ",151,"J2828 "," 7:44:19 PM ","CMEW2 ",5,0,"two","two_151",264
"i would definitely wanna sell the book to you but 300 is a bit too low. The original price on the market is over $600 but can offer it for $550. what do you say? ",151,"CMEW2 "," 7:46:02 PM ","J2828 ",6,1,"two","two_151",367
"Thanks.. but it still high. ||please take 400 ",151,"J2828 "," 7:46:37 PM ","CMEW2 ",7,0,"two","two_151",402
"ok done deal ",151,"CMEW2 "," 7:47:04 PM ","J2828 ",8,1,"two","two_151",429
"hope it will be fine for you. ||Thanks a  lot ",151,"J2828 "," 7:47:07 PM ","CMEW2 ",9,0,"two","two_151",432
"you are welcome. have a great day! ",151,"CMEW2 "," 7:47:30 PM ","J2828 ",10,1,"two","two_151",455
"hello ",152,"ZNYJH "," 8:41:52 PM ","Anonymous 1 ",3,0,"two","two_152",20
"Hi, did you get the last message? ",152,"Anonymous 1 "," 8:41:58 PM ","Anonymous 0 ",4,1,"two","two_152",26
"yes ",152,"ZNYJH "," 8:42:02 PM ","Anonymous 1 ",5,0,"two","two_152",30
"Are you interested? ",152,"Anonymous 3 "," 8:42:15 PM ","Anonymous 0 ",6,1,"two","two_152",43
